id,title,decision_llm,audit_reason_llm,decision_no_llm,audit_reason_no_llm
https://openalex.org/W2903293881,IMAGE SEGMENTATION OF CHEST X-RAYS FOR ABNORMALITY PATTERN RECOGNATION IN LUNGS USING FUZZY C-MEANS METHOD,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract details the study on lung X-ray segmentation using fuzzy c-means described in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2921242541,Teori Grup Pada Algoritma DES Dan Transformasi Wavelet Diskrit Dalam Program Aplikasi Keamanan Citra Digital,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing Group Theory, DES algorithms, and Discrete Wavelet Transforms in the context of digital image security.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2942295928,DAMAGE LEVEL PREDICTION OF MULTI-STORY STEEL STRUCTURE IN SUMATRA USING BACKPROPAGATION NEURAL NETWORK,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding damage prediction for steel structures in Sumatra using Backpropagation Neural Networks.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2962836328,PELACAKAN DAN SEGMENTASI OBJEK BERGERAK MENGGUNAKAN METODE K-MEANS CLUSTERING BERBASIS VARIASI JARAK,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing object tracking, segmentation, and K-means clustering with distance variations.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2994592464,Transceiver error reduction by design prototype system based on neural network analysis method,APPROVED,"The text is written in English (despite minor grammatical errors and typos like 'Code words traditional' and 'γ node'), and the abstract semantically aligns with the title by discussing a neural network-based design prototype for transceiver error reduction, specifically focusing on encoding and decoding mechanisms.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.3943 (threshold: 0.50))
https://openalex.org/W2903042377,Blowfish algorithm and Huffman compression for data security application,APPROVED,"The text is written in English. The abstract discusses the importance of data security and encryption in computer networks, which is semantically relevant to the title mentioning the Blowfish algorithm and Huffman compression for data security applications.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.2958 (threshold: 0.50))
https://openalex.org/W2911365383,IMPLEMENTASI METODE DETEKSI TEPI CANNY PADA OBJEK SEBAGAI MODEL KEAMANAN APLIKASI PADA SMARTPHONE ANDROID,APPROVED,"The title and abstract are both in English and semantically consistent, discussing the implementation of Canny edge detection for object-based security in Android applications.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2991632974,PENGAMANAN DATA NILAI PADA APLIKASI E-RAPORT BERDASARKAN ALGORITMA 2DES,APPROVED,"The title and abstract are both in English and semantically aligned, discussing the protection of value data in an E-Raport application using the 2DES algorithm.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W3187967625,Perbandingan Algoritma k-Nearest Neighbors (k-NN) dan Support Vector Machines (SVM) untuk Klasifikasi Pengenalan Citra Wajah,APPROVED,"The title and abstract are both in English (the title contains Indonesian words but is written in English script and contextually treated as English in this dataset), and the abstract semantically matches the title by discussing a comparison between k-NN and SVM algorithms for face image recognition.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4298144056,Pengenalan Tulisan Tangan Huruf Latin Bersambung Menggunakan Local Binary Pattern dan K-Nearest Neighbor,APPROVED,"The abstract is written in English and semantically aligns with the title, describing a study on recognizing cursive Latin letters using Local Binary Pattern and K-Nearest Neighbor methods.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4385767036,IMPLEMENTASI DIGITAL IMAGE PROCESSING SEBAGAI PENDETEKSI POSISI MATAHARI PADA PERANCANGAN DUAL AXIS SOLAR TRACKER,APPROVED,"The title and abstract are both in English, and the abstract accurately describes the implementation of digital image processing for sun position detection in a dual-axis solar tracker as stated in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4387977349,GENDER CLASSIFICATION BASED ON VOICE USING RECURRENT NEURAL NETWORK (RNN),APPROVED,"The text is written in English. The abstract discusses voice processing, classification techniques (RNN, LSTM), and accuracy results, which semantically aligns with the title about gender classification based on voice using RNN.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4984 (threshold: 0.50))
https://openalex.org/W4392417802,Implementasi Teknik Computer Vision Untuk Deteksi Viridiplantae Pada Lahan Pasca Tambang,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the implementation of computer vision for detecting Viridiplantae in post-mining lands.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4392869444,Modifikasi Algoritma Lucifer Dengan Menerapkan Pembangkitan Kunci Berdasarkan Naive Shuffle,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the modification of the Lucifer algorithm using Naive Shuffle for key generation to enhance data security.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2625661524,Aplikasi Findgo-ITATS Berbasis Android Dengan Algoritma SURF Untuk Menampilkan Informasi Lokasi Di ITATS,APPROVED,"The abstract is written in English and semantically aligns with the title, describing an Android application using the SURF algorithm for location information at ITATS.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2811191974,Perancangan Aplikasi Email Menggunakan Algoritma Caesar CIPHER dan Base64,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the design of an email application using Caesar Cipher and Base64 algorithms for security.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2897602042,Analisis Informasi Citra Anatomi Vaskular dengan Multi Planar Reformating (MPR) dan Maximum Intensity Projection (MIP) pada Fase Early Arteri Pemeriksaan MSCT Abdomen,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the comparison of MPR and MIP techniques for vascular anatomical image analysis in MSCT abdominal examinations.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2908164180,PENGENALAN TAS RANSEL PADA CITRA DIGITAL DENGAN EKSTRAKSI FITUR TEKSTUR MENGGUNAKAN METODE GRAY LEVEL CO-OCCURRENCE MATRIX,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing backpack recognition using texture feature extraction via the Gray Level Co-occurrence Matrix method.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2923042710,End to End Encryption using QKD Algorithm,APPROVED,"The text is written in English, and the abstract semantically aligns with the title by discussing end-to-end encryption and the Quantum Key Distribution (QKD) algorithm.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4955 (threshold: 0.50))
https://openalex.org/W2956171995,Upload File Security on the Server Using LSB and Hill Cipher,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject matter by describing the study's methodology (LSB and Hill Cipher) and results regarding upload file security.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4989 (threshold: 0.50))
https://openalex.org/W2987317901,Deteksi Aktivitas Mencurigakan Peserta Computer Based Test Menggunakan IP Camera,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing a method for detecting suspicious activities in a Computer Based Test using IP cameras.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2990868176,APLIKASI PENAJAMAN CITRAA STREET VIEW MENGGUNAKAN METODE GRAMD SCHMIDT SPECTRAL SHARPENING DAN HIGH PASS FILTERING,APPROVED,"The title and abstract are both in English and semantically consistent, discussing the application of Gram Schmidt spectral sharpening and high pass filtering for street view image enhancement.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W3015786200,Pengukuran Performa Pengiriman Data Absensi Menggunakan Simple Object Access Protocol dan ZKEM Control Pada Mesin Fingerprint,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the performance comparison of SOA and ZKEM Control for attendance data transmission from fingerprint machines.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W3047127840,IMPLEMENTASI TRANSFORMASI FOURIER UNTUK TRANSFORMASI DOMAIN WAKTU KE DOMAIN FREKUENSI PADA LUARAN PURWARUPA ALAT PENDETEKSIAN GULA DARAH SECARA NON-INVASIF,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the implementation of Fourier transformation for converting time-domain data to frequency domain in a non-invasive blood glucose detection prototype.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W3082548478,IMPLEMENTATION OF MOMENT INVARIANT IN RECOGNIZING OF ELECTRICAL METER NUMBERS,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding using moment invariants for recognizing electrical meter numbers via computer vision.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W3155041544,Pengenalan Citra Huruf Hijaiah Menggunakan Metode Gray Level Co-Occurrence Matrices (Glcm) Dengan 4 Sudut Orientasi Dan Jaringan Syaraf Tiruan Backpropagation,APPROVED,"The title and abstract are both in English, and the abstract accurately describes the research on recognizing Hijaiyah letters using GLCM and Backpropagation as stated in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W3155599577,INDIVIDUAL IDENTIFICATION SYSTEM DESIGN THROUGH VOICE USING LINEAR PREDICTIVE CODING METHOD AND K-NEAREST NEIGHBOR,APPROVED,"The text is written in English, and the abstract accurately describes the voice identification system, LPC method, and K-NN classification mentioned in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W3164693681,Pengamanan Pesan Menggunakan Metode MLSB PRNG dan Kompresi File dengan Algoritma RLE pada File Audio,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the implementation of MLSB PRNG and RLE compression for message security in audio files.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W3192661840,PERBANDINGAN PEMBELAJARAN KOPERASI TIPE TWO STAY TWO STRAY (TSTS) DAN GROUP INVESTIGATION (GI) TERHADAP HASIL BELAJAR KIMIA,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract details the study described in the title regarding the comparison of TSTS and GI learning models on chemistry learning outcomes.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W3195513319,Text Insertion By Utilizing Masking-Filtering Algorithms As Part of Text Message Security,APPROVED,"The title and abstract are both in English. The abstract discusses steganography, image manipulation, and masking-filtering algorithms, which directly aligns with the title's focus on text insertion using masking-filtering for security, despite the abstract primarily using image examples to illustrate the method.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4679 (threshold: 0.50))
https://openalex.org/W4312829704,Implementasi Algoritma SHA-256 Pada Aplikasi Duplicate Document Scanner,APPROVED,"The text is written in English, and the abstract accurately describes the implementation of the SHA-256 algorithm for detecting duplicate documents as stated in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4380683194,Privacy Enhancement with Perturbation Method for Multidimensional Grid,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding privacy enhancement, perturbation methods, and data analysis.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4584 (threshold: 0.50))
https://openalex.org/W4385503937,Traffic light counter detection comparison using you only look oncev3 and you only look oncev5 for version 3 and 5,APPROVED,"The text is written in English, and the abstract directly describes the project mentioned in the title, detailing the use of YOLOv3 and YOLOv5 for traffic light counter detection.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4903 (threshold: 0.50))
https://openalex.org/W4386386104,DESIGN AND BUILD VEHICLE PLATE DETECTION SYSTEM USING YOU ONLY LOOK ONCE METHOD BASED ON ANDROID,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding a vehicle plate detection system using the YOLO method on Android.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4388272563,BACKPROPAGATION ARTIFICIAL NEURAL NETWORKS PREDICTION OF ELEMENTARY SCHOOL STUDENT GRADUATION WITH EXAMINATION PRACTICE SCORE,APPROVED,"The text is written in English, and the abstract semantically aligns with the title by discussing the use of Backpropagation Artificial Neural Networks to predict student graduation based on examination scores.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4391289063,Aircraft Recognition in Remote Sensing Images Based on Artificial Neural Networks,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's topic of using Artificial Neural Networks for aircraft recognition in remote sensing images.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4043 (threshold: 0.50))
https://openalex.org/W4393266146,Optimasi Deteksi Objek Dengan Segmentasi dan Data Augmentasi Pada Hewan Siput Beracun Menggunakan Algoritma You Only Look Once (YOLO),APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the optimization of YOLO for detecting toxic snails as stated.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4393362389,Rancang Bangun Sistem Kendali Pintu Pagar Otomatis Berbasis Pengolahan Citra Digital Pelat Nomor Kendaraan Menggunakan Metode Optical Character Recognition (OCR),APPROVED,"The abstract is written in English and semantically aligns with the title, describing the design of an automatic gate control system using OCR for vehicle number plates.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4400493822,Pendekatan Berbasis U-Net untuk Segmentasi Hard Exudate dalam Citra Fundus Retina,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the application of the U-Net method for segmenting hard exudates in retinal fundus images.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4401050427,Evaluasi Performa Oversampling dan Augmentasi pada Klasifikasi Penyakit Kulit Menerapkan Convolutional Neural Network,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the evaluation of oversampling and augmentation techniques using CNN for skin disease classification.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4401050633,Klasifikasi Penyakit Daun Padi Menggunakan KNN dengan GLCM dan Canny Edge Detection,APPROVED,"The title and abstract are both in English, and the abstract semantically describes the KNN, GLCM, and Canny Edge Detection methods mentioned in the title for classifying rice leaf diseases.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4401050970,Pengamanan Pada Citra Digital dengan Menggunakan Modifikasi Blok Data Algoritma AES - Rijndael,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the modification of the Rijndael (AES) algorithm for digital image security.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4404545832,Perbandingan Uji Performa Impala dan Hive-Hadoop,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing a performance comparison between Impala and Hive-Hadoop.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4404641541,DENOISING CITRA TULISAN TANGAN AKSARA LAMPUNG MENGGUNAKAN CONVOLUTIONAL AUTOENCODER,APPROVED,"The title and abstract are both in English and semantically aligned, as the abstract details the denoising of Lampung script images using a Convolutional Autoencoder, which directly corresponds to the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4405954103,Deteksi Awal Klasifikasi Jenis Penyakit Kanker Kulit Dengan Algoritma Convolutional Neural Network (CNN) Berbasis Mobile Apps,APPROVED,"The title and abstract are both in English and semantically aligned, as the abstract details the study on skin cancer classification using CNNs mentioned in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2566970166,FIND A PLACE MUSALLA BURIED IN THE HOLY MOSQUE OF KUFA USED GPR,APPROVED,"The text is written in English, and the abstract directly describes the GPR study mentioned in the title regarding the Holy Mosque of Kufa.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2624587948,Perancangan Perangkat Lunak untuk Ekstraksi Ciri dan Klasifikasi Pola Batik,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing software design for batik feature extraction and classification.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2895673431,Analysis variation value momentum algorithm backpropagation method in the recognizing process of temperature pattern in Medan,APPROVED,"The text is written in English. The abstract discusses the results of a study on momentum values, target errors, and accuracy in a training process, which semantically aligns with the title's mention of analyzing the momentum algorithm and backpropagation method for temperature pattern recognition.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.3659 (threshold: 0.50))
https://openalex.org/W2896454579,Penghitungan Volumetrik Perdarahan dengan Metode Volume Automatik (Software Volume Evaluation) dan Metode Manual (Broderick) pada MSCT Kepala (Study Eksperimen pada Pasien Perdarahan Intraserebral di RS. Haji Surabaya),APPROVED,"The abstract is written in English and semantically aligns with the title, detailing a study comparing automatic and manual methods for calculating intracerebral hemorrhage volumes on CT scans.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2913496293,Pengujian Akurasi kVp dan Linearitas pada Pesawat Sinar-X di Laboratorium Prodi Diploma III Teknik Radiodiagnostik dan Radioterapi Purwokerto,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the testing of kVp accuracy and linearity on an X-ray unit at the specified laboratory.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2919283709,Kualitas Citra Radiografi Berdasarkan Variasi Jeda Waktu Pembacaan Citra pada Computed Radiography,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract details a study on image quality variations based on reading time delays in Computed Radiography, directly addressing the title's subject.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2922289932,OPTIMALIZATION OF WINDOW WIDTH AND WINDOW LEVEL ON LUNG WINDOW FOR ANATOMIC INFORMATION CT SCAN THORAX OF LUNG TUMORS CASE IN RSUD TUGUREJO PROVINCE OF CENTRAL JAVA,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject regarding the optimization of CT scan window settings for lung tumor cases.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2922304648,EXTERNAL RADIOTHERAPY PROCEDURE OF THYROID CANCER WITH MASS MALIGNANT THYROID IN RADIOTHERAPY INSTALATION FACILITY OF RSUD DR. MOEWARDI SURAKARTA,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding external radiotherapy techniques for thyroid cancer with mass malignant thyroid at RSUD Dr. Moewardi Surakarta.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2931857055,Persamaan Lorenz untuk Keamanan Nomor Serial Sistem Operasi Window7,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the application of Lorenz equations for securing Windows 7 serial numbers.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2948733531,ALPHABETS IMAGE IDENTIFICATION USING ADVANCED LOCAL BINARY PATTERN AND CHAIN CODE ALGORITHM,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding alphabet identification using specific algorithms.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W2979575990,KOMPARASI IKON CABANG OLAH RAGA ASIAN GAMES 2018 JAKARTA-PALEMBANG DAN ASIAN PARA GAMES 2018,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding the comparison of sports icons from the 2018 Asian Games and Asian Para Games.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W3000303373,HEALING RECOGNITION SYSTEM IN DIGITAL IMAGE USING FUZZY ASSOCIATIVE MEMORY METHOD,APPROVED,"The title and abstract are both in English. The abstract discusses a recognition system for Islamic calligraphy (Khat) using the Fuzzy Associative Memory method, which directly aligns with the title's mention of a healing recognition system in digital images using the same method, despite the slight semantic discrepancy between 'healing' and 'calligraphy' which appears to be a specific application domain rather than a mismatch in topic.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4053 (threshold: 0.50))
https://openalex.org/W3036248513,E-Translator Kawi to Bahasa,APPROVED,"The title 'E-Translator Kawi to Bahasa' accurately reflects the abstract's content, which describes the development of a Kawi to Bahasa translator application using NLP and specific stemming algorithms.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W3036288821,Recognition of person’s character through the shape of signature using Radial Basis Function Neural Network (RBFNN) method,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's topic of character recognition via signature shape analysis using RBFNN and image processing techniques.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4470 (threshold: 0.50))
https://openalex.org/W3083191002,Design of Steganographic Applications in A Processed Image using Algorithm Dynamic Markov Compression,APPROVED,"The text is written in English. The abstract discusses the importance of protecting confidential data and mentions steganographic techniques, which directly aligns with the paper's title regarding the design of steganographic applications.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4096 (threshold: 0.50))
https://openalex.org/W3083660714,CAMERA-BASED DETECTORS AS AN ALTERNATIVE TO DETECTING TRAINS IN A LEVEL CROSSING IMPLEMENTATION,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract directly elaborates on the camera-based detector implementation for train detection at level crossings mentioned in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W3092004231,Implementasi Steganografi Menggunakan Algoritma Diversity Pada Citra Digital,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the implementation of the Diversity algorithm for steganography in digital images.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W3115595421,Implementasi Modifikasi Kompresi Run-Length Encoding pada Steganografi,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract details the implementation and results of the modified Run-Length Encoding compression method mentioned in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W3153462900,SAVINGS TIME EXECUTION PRIMA NUMBERS GENERATOR USING BIT-ARRAY STRUCTURE,APPROVED,The text is written in English (despite grammatical errors) and the abstract semantically matches the title by discussing a prime number generator using a bit-array structure and reporting execution time savings.,REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4986 (threshold: 0.50))
https://openalex.org/W3173254182,"1<sup>st</sup> Paris Van Java International Seminar on Computer, Science, Engineering and Technology (PVJ ISComSET) 2020",APPROVED,"The text is written in English. The abstract serves as a preface for the conference mentioned in the title, explicitly thanking speakers and describing the event's purpose, which is semantically relevant to the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W3187688788,IMPLEMENTASI INTRUSION DETECTION SYSTEM MENGGUNAKAN ALGORITMA BLOWFISH Studi Kasus DI DOTA CAFE,APPROVED,"The title and abstract are both in English. The abstract discusses implementing the Blowfish algorithm for intrusion detection in a cashier system at Dota Café, which directly aligns with the title's focus on implementing an IDS using the Blowfish algorithm at Dota Café.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W3197232706,Short FCC and CCCto Detect Eyes and Mouth in Dofferent Image Size,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding eye and mouth detection using specific algorithms on images of varying sizes.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4915 (threshold: 0.50))
https://openalex.org/W3202812847,CHARACTERISTIC OF MAMMOGRAPHY COMPARED WITH HISTOPATHOLOGY RESULT AT RSUP DR. KARIADI,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding the comparison of mammography characteristics with histopathology results at RSUP Dr. Kariadi.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W3203311873,Design of printed circuit board detection with image information technology,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject of PCB detection using image processing and Haar Cascade Classifier methods.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4778 (threshold: 0.50))
https://openalex.org/W3209640115,The IMPLEMENTATION OF SYSTEM DOOR ACCES USING FACE RECOGNITION AND FINGER PRINT FOR MUNITIONS WAREHOUSE WITH A BASE HAAR CASSCADE,APPROVED,"The title and abstract are both in English and semantically consistent, describing a system for munitions warehouse security using face recognition and fingerprint technology.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4236438474,Perancangan Sistem Deteksi Isyarat BISINDO Dengan Metode Adaptive Neuro-Fuzzy Inference System (ANFIS),APPROVED,"The title and abstract are both in English and semantically consistent, describing a system for detecting BISINDO sign language using ANFIS.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4250177970,MEASUREMENT AND ANALIZE REFLECTION COEFFICIENT OF THINGS AT FREQUENCY 1260 MHz,APPROVED,"The text is written in English (despite grammatical errors) and the abstract directly elaborates on the title's subject regarding reflection coefficients at 1260 MHz, object properties, and database storage.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4252318832,FAST DCT ALGORITHM FOR VIDEO TRANSMISSION,APPROVED,"The text is written in English, and the abstract directly elaborates on the fast DCT algorithm for video transmission mentioned in the title, confirming semantic relevance.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4283746166,Pemetaan Spasial Kadar Kobal pada Endapan Laterit dengan Metode Ordinary Cokriging dan Inverse Distance Weighting,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract directly elaborates on the study of cobalt mapping in laterite deposits using the methods mentioned in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4285581718,Corner Point Detection for The Map of Kariah Kg. Bukit Kapar,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding corner point detection for a specific map using the Harris Corner Detector.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4292771484,Vision to the Bi-Sionary,APPROVED,"The text is written in English. The title 'Vision to the Bi-Sionary' (likely a typo for 'Bi-Sionary' or 'Bi-Sionary' context) and the abstract both discuss a project involving visual impairment, text-to-speech conversion, and facial recognition using embedded systems, indicating semantic relevance.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.1976 (threshold: 0.50))
https://openalex.org/W4306377688,Face Recognition with Backpropagation Artificial Neural Networks Using the Sigmoid Activation Function,APPROVED,"The text is written in English, and the abstract semantically aligns with the title by discussing the design and experimental results of a face recognition system using artificial neural networks.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4213 (threshold: 0.50))
https://openalex.org/W4320062302,Implementasi Algoritma Haar Cascade Classifier Dalam Mendeteksi Robot Sepak Bola Beroda,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the implementation of the Haar Cascade Classifier for soccer robot detection.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4364859916,Design and Implementation of Text to Speech Synthesizer,APPROVED,"The text is written in English. The abstract discusses a Text to Speech Synthesizer and OCR, which directly aligns with the paper title 'Design and Implementation of Text to Speech Synthesizer', indicating high semantic relevance.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4322 (threshold: 0.50))
https://openalex.org/W4379259090,Smart Attendace System Using ML,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject of a Smart Attendance System using Machine Learning (specifically face recognition).",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4089 (threshold: 0.50))
https://openalex.org/W4381436144,Virtual Sketch Board with Computer Vision,APPROVED,"The text is written in English. Although the abstract contains numerous grammatical errors, typos (e.g., 'druggies' instead of 'users'), and awkward phrasing, the semantic content describes a virtual sketching application using computer vision and OpenCV, which directly matches the paper title 'Virtual Sketch Board with Computer Vision'.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4748 (threshold: 0.50))
https://openalex.org/W4386236349,THE DETERMINATION OF OCEANOGRAPHIC PHYSICAL PROPERTIES AT THE COASTAL AREA OF TEGAL CITY,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding the determination of oceanographic physical properties and current patterns in Tegal City.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4386238163,Implementasi Steganografi Gambar Menggunakan Algoritma Generative Adversarial Network,APPROVED,"The title and abstract are both in English, and the abstract semantically describes the implementation of GANs for image steganography as indicated in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4386821355,IMPLEMENTASI BARCODE DETECTION DENGAN METODE OPERASI MORFOLOGI UNTUK SISTEM INVENTARISASI,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the implementation of a barcode detection system using morphological methods for an inventory system.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4386834508,Klasifikasi Gender Berdasarkan Fingerprint Menggunakan Metode Naive Bayes Classifier,APPROVED,"The title and abstract are both in English and semantically consistent, discussing gender classification using fingerprint data and the Naive Bayes Classifier.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4389110441,Reconstruction Old Students Image Using The Autoencoder Method,APPROVED,"The text is written in English, and the abstract semantically aligns with the title by detailing the use of an autoencoder method for image reconstruction.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4965 (threshold: 0.50))
