id,title,decision_llm,audit_reason_llm,decision_no_llm,audit_reason_no_llm
https://openalex.org/W2896114759,Identification Of Number Using Artificial Neural Network Backpropagation,REJECTED,"The text is written in Indonesian (e.g., 'proposed to design', 'got from', 'consisting of' are grammatical errors typical of non-native speakers, and the context suggests an Indonesian academic context), but the title and abstract are semantically consistent regarding voice pattern recognition using neural networks.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5957 >= 0.50)
https://openalex.org/W2896973207,Traffic noise control in SMAN 5 Surabaya,REJECTED,"The title and abstract are semantically consistent, discussing traffic noise control at SMAN 5 Surabaya, but the text is written in Indonesian, not English.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7020 >= 0.50)
https://openalex.org/W2968227853,Image Similarity Searching Use Multi Part Cutting And Grayscale Color Histogram,REJECTED,"The text is written in Indonesian (e.g., 'so rapidly', 'inseparable from', 'necessity'), failing the language check, although the abstract semantically matches the title regarding image similarity searching.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5961 >= 0.50)
https://openalex.org/W2990597368,Cryptography of Java Language Using Basa Walikan Methods in Yogyakarta,REJECTED,"The text is written in English, but the title contains non-English terms ('Basa Walikan', 'Yogyakarta') and the abstract is written in English, making the language check false for the entire document being primarily English. However, the semantic content of the title and abstract matches perfectly as both discuss the cryptography of the Java language using Basa Walikan methods.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7068 >= 0.50)
https://openalex.org/W2996210828,Application Of Hill Cipher And LSB + 1 Methods For Messaging In Messages Inpicture,REJECTED,"The text contains significant grammatical errors and non-standard phrasing (e.g., 'messaging in messages', 'stegano data security applications that are equipped with cryptography') indicating it is likely written in a non-native language or is machine-translated, failing the primary English language check. However, the abstract semantically aligns with the title regarding Hill Cipher and LSB+1 methods for image security.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5998 >= 0.50)
https://openalex.org/W3001438939,IDENTIFIKASI CITRA DAUN DENGAN MENGGUNAKAN METODE DEEP LEARNING CONVOLUTIONAL NEURAL NETWORK (CNN),REJECTED,"The title is in Indonesian, failing the language check, but the abstract accurately describes the CNN-based leaf image identification system mentioned in the title, satisfying the semantic matching check.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5118 >= 0.50)
https://openalex.org/W3090997438,Image Captioning menurut Scientific Revolution Kuhn dan Popper,REJECTED,"The title contains significant non-English words ('menurut', 'dan') indicating it is not primarily English, while the abstract is in English. However, the abstract's content directly addresses the title's subject matter (Image Captioning and the philosophies of Kuhn and Popper), so they are semantically matching.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6002 >= 0.50)
https://openalex.org/W3092841811,IMPLEMENTASI ALGORITMA RIJNDAEL PADA DOKUMEN ELEKTRONIK UNTUK KEAMANAN INFORMASI.,REJECTED,"The title is in Indonesian, failing the language check. However, the abstract discusses the implementation of the Rijndael algorithm for information security, which semantically matches the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5045 >= 0.50)
https://openalex.org/W3111417977,ANALISIS FAKTOR PENYEBAB REPEAT EXPOSURE CITRA DIGITAL DENGAN MENGGUNAKAN COMPUTED RADIOGRAPHY (CR),REJECTED,"The title contains significant Indonesian words ('ANALISIS', 'FAKTOR', 'PENYEBAB', 'DIGITAL', 'MENGGUNAKAN') and is not primarily in English, although the abstract is written in English and semantically matches the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6493 >= 0.50)
https://openalex.org/W3163259854,Determination of Missing Digit on the Year Number of Prasasti Sirah Keting,REJECTED,"The text is written in Indonesian, not English, but the abstract semantically matches the title by discussing the determination of the missing digit in the year number of the Sirah Keting inscription.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6669 >= 0.50)
https://openalex.org/W3165493215,Japanese Hiragana Handwriting Pattern Recognition Using Template Matching Correlation Method,REJECTED,"The title and abstract are semantically consistent, discussing Japanese Hiragana recognition, but the text is written in Japanese, not English.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6914 >= 0.50)
https://openalex.org/W4281678550,Seven Segment Display Circuit Simulation using Electronics Workbench,REJECTED,"The abstract contains significant non-English text (e.g., 'in Indonesian it is called a seven segment display', 'This journal will explain', 'This simulation is done'), making the language not primarily English, although the title and abstract are semantically consistent.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7481 >= 0.50)
https://openalex.org/W4313480382,Design of Someone's Character Identification Based on Handwriting Patterns Using Support Vector Machine,REJECTED,"The abstract is written in Indonesian, not English, although the title and abstract are semantically consistent.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7526 >= 0.50)
https://openalex.org/W4367554372,Epoch in a neural network for brain stroke,REJECTED,"The abstract contains significant non-English phrasing (e.g., 'lousy', 'severance of flexible pathways', 'number of strokes with a value of 0 4733'), indicating it is not primarily English, though the semantic content of the abstract aligns with the title regarding neural networks and brain stroke detection.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6421 >= 0.50)
https://openalex.org/W4377140140,Optimization of the YOLOv7 Object Detection Algorithm for Estimating the Amount of Apple Harvest,REJECTED,"The abstract contains significant grammatical errors and non-native phrasing (e.g., 'increasing population consumed', 'hand fruit', 'gratitude'), indicating it is not primarily written in English, although the semantic content of the abstract aligns with the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6980 >= 0.50)
https://openalex.org/W4387856298,MODIFIKASI HILL CIPHER DENGAN MENGGUNAKAN MATRIKS KUNCI ORTHOGONAL DAN TRANSPOSITION SUBSTITUTION LEFT RIGHT SHIFT (TSLRS),REJECTED,"The title contains significant Indonesian words ('MODIFIKASI', 'MENGGUNAKAN', 'DENGAN', 'TRANSPOSITION', 'SUBSTITUTION', 'LEFT', 'RIGHT', 'SHIFT') and the abstract includes Indonesian phrases ('In this study', 'This research was conducted', 'The results obtained are'), indicating the primary language is not English. However, the abstract semantically matches the title as it details the modification of the Hill Cipher using orthogonal matrices and TSLR.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5430 >= 0.50)
https://openalex.org/W4388737886,KLASIFIKASI KESEHATAN PADA TANAMAN PADI MENGGUNAKAN CITRA UNMANED AERIAL VEHICLE (UAV) DENGAN METODE CONVOLUTIONAL NEURAL NETWORKS (CNN),REJECTED,"The title is in Indonesian while the abstract is in English, failing the language consistency check.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7073 >= 0.50)
https://openalex.org/W4392417808,Enkripsi Nilai Piksel Pada Citra Digital Dengan Algoritma Piecewise Linear Chaotic Map,REJECTED,"The title is in Indonesian, failing the language check, but the abstract accurately describes the title's topic, passing the matching check.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6702 >= 0.50)
https://openalex.org/W769541276,KOMBINASI ALGORITMA JARINGAN SYARAF TIRUAN LEARNING VECTOR QUANTIZATION (LVQ) DAN SELF ORGANIZING KOHONEN PADA KECEPATAN PENGENALAN POLA TANDA TANGAN,REJECTED,"The title contains significant Indonesian words (e.g., 'KOMBINASI', 'JARINGAN SYARAF TIRUAN', 'KECEPATAN PENGENALAN'), failing the English language check. However, the abstract is written in English and semantically matches the title's topic regarding LVQ and Kohonen algorithms for signature recognition.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5490 >= 0.50)
https://openalex.org/W1528443962,PENENTUAN HARGA KONTRAK OPSI TIPE ASIA MENGGUNAKAN MODEL SIMULASI NORMAL INVERSE GAUSSIAN (NIG),REJECTED,"The title contains significant Indonesian words ('PENENTUAN', 'HARGA', 'KONTRAK', 'TIPE', 'MENGGUNAKAN') and is not primarily in English, although the abstract is in English and semantically matches the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5454 >= 0.50)
https://openalex.org/W2593046719,STEGANOGRAFI DENGAN METODE LSB (LEAST SIGNIFICANT BIT) DAN METODE MMB (MULTIPICATION-BASED BLOCK CIPHER) UNTUK PENGAMANAN DATA BERBENTUK TEKS,REJECTED,"The title contains significant Indonesian words ('STEGANOGRASI', 'DENGAN', 'UNTUK', 'BERBENTUK'), failing the language check. However, the abstract discusses the same cryptographic and steganographic methods mentioned in the title, so they are semantically matching.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6428 >= 0.50)
https://openalex.org/W2749271116,Penelitian Mengenai Metode Steganografi Least Significant Bit,REJECTED,"The title is in Indonesian, failing the language check, but the abstract content semantically matches the title's subject matter.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6247 >= 0.50)
https://openalex.org/W2802342151,PEMBENTUKAN FUNGSI PENGARUH METEOROLOGI PADA PERSAMAAN GAUSS MENGGUNAKAAN SOFTWARE R,REJECTED,"The title is in Indonesian, failing the language check, but the abstract accurately describes the title's subject matter regarding meteorological functions in the Gaussian equation using R software.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5819 >= 0.50)
https://openalex.org/W2810455429,Rancang Bangun Alat Pengujian Focus Film Distance (FFD),REJECTED,"The title contains Indonesian words ('Rancang Bangun', 'Alat', 'Pengujian') and the abstract is written in Indonesian, failing the language check. However, the abstract accurately describes the design and testing of an FFD measurement tool as stated in the title, so they are semantically matching.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6166 >= 0.50)
https://openalex.org/W2893745246,Pengantar dan Survey Tentang Optical Music Recognition,REJECTED,"The title is in Indonesian ('Pengantar dan Survey Tentang...'), while the abstract is in English, failing the language consistency check. However, the abstract accurately describes the topic of the title (Optical Music Recognition).",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6133 >= 0.50)
https://openalex.org/W2932339668,Sistem Keamanan Data Text Dengan Data Encryption Standard (DES) Dan Metode Least Significant Bit (LSB),REJECTED,"The title is in Indonesian, failing the language check. However, the abstract discusses data security, DES, and LSB steganography, which semantically matches the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6479 >= 0.50)
https://openalex.org/W2937092443,RANCANG BANGUN APLIKASI STEGANOGRAPHY METODE MINIMUM ERROR LEAST SIGNIFICANT BIT REPLACEMENT (MELSBR),REJECTED,"The title contains significant Indonesian words ('RANCANG BANGUN' meaning 'Design and Build'), failing the English language check. However, the abstract semantically matches the title by describing the design of a steganography application using the MELSBR method.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6998 >= 0.50)
https://openalex.org/W2946176653,PENERAPAN GRABBER PADA OPTICAL FLOW UNTUK MENGGERAKKAN CURSOR MOUSE MENGGUNAKAN BOLPOIN,REJECTED,"The title is in Indonesian, failing the language check. However, the abstract accurately describes the title's topic (using a grabber and optical flow to move a mouse cursor with a pen), so they are semantically matching.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6300 >= 0.50)
https://openalex.org/W2963313795,Combination of Blowfish Algorithm First of File Algorithm and End of File Algorithm on Image Security,REJECTED,"The abstract is written in Indonesian, not English, although the title and abstract are semantically consistent.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7012 >= 0.50)
https://openalex.org/W2979720575,PENGENAL WAJAH REAL TIME BERBIAYA RENDAH MENGGUNAKAN FPGA DIGILENT PYNQ-Z1 DENGAN METODE PCA,REJECTED,"The title is in Indonesian, failing the language check, but the abstract accurately describes the low-cost real-time face recognition system using FPGA and PCA mentioned in the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5640 >= 0.50)
https://openalex.org/W2980991365,Desease Identification In Plant Leaf Image of Chili (Capsicum Annum (L)) Using Image Processing and Automated Colour Equalization (ACE) Algorithm,REJECTED,"The text contains significant non-English words and grammatical errors (e.g., 'Desease', 'ekstraksi', 'really - maximal', 'scariest specter'), indicating it is not primarily written in standard English, although the semantic content of the title and abstract aligns.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5808 >= 0.50)
https://openalex.org/W2982016602,PERBANDINGAN PLAYFAIR CIPHER DENGAN 3D PLAYFAIR CIPHER PADA PENGAMANAN CITRA,REJECTED,"The title is in Indonesian, failing the language check, but the abstract accurately describes the research on Playfair and 3D Playfair ciphers mentioned in the title, satisfying the matching check.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6793 >= 0.50)
https://openalex.org/W2983902946,KLASIFIKASI TIPE SEL NORMAL/ABNORMAL BERDASARKAN CITRA PAP-SMEAR MENGGUNAKAN CONVOLUTIONAL NEURAL NETWORK,REJECTED,"The title is in Indonesian, while the abstract is in English, failing the language consistency check. However, the semantic content of the abstract accurately reflects the title regarding CNN-based classification of pap-smear images.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5041 >= 0.50)
https://openalex.org/W2986185662,"The Effect of Leachate Waters on the Quality of Free Groundwater in Air Dingin Landfill, Padang City",REJECTED,"The text is written in Indonesian (e.g., 'The purpose of this study is 1) to know the condition...'), failing the language check, but the abstract semantically matches the title regarding groundwater quality in the Air Dingin landfill.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7116 >= 0.50)
https://openalex.org/W3019115864,THINNING STENTIFORD ALGORITHM FOR KINTAMANI INSCRIPTION IMAGE SEGMENTATION,REJECTED,"The abstract is written in Indonesian (e.g., 'In the copper, inscription contained writing strokes', 'One way to preserve it is to carry out the process'), failing the language check. However, the abstract semantically matches the title as it discusses applying the Thinning Stentiford algorithm to segment Kintamani copper inscriptions.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7557 >= 0.50)
https://openalex.org/W3095582213,REKONTRUKSI MODEL 3D DARI BANYAK GAMBAR MENGGUNAKAN ALGORITMA STRUCTURE FROM MOTION (SFM) DAN MULTI VIEW STEREO (MVS) BERBASIS COMPUTER VISION,REJECTED,"The title is written in Indonesian, failing the language check, although the abstract is in English and semantically matches the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6642 >= 0.50)
https://openalex.org/W3108265739,PENGARUH PENEMPATAN ISOCENTER TERHADAP KUALITAS CITRA DAN INFORMASI CITRA ANATOMI MRI BRAIN T1 FAST SPIN ECHO POTONGAN SAGITAL DI NASION DAN GLABELLA,REJECTED,"The title is written in Indonesian, failing the language check. However, the abstract content semantically matches the title, discussing the effect of isocenter placement on MRI brain image quality.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7707 >= 0.50)
https://openalex.org/W3111482752,RANCANG BANGUN APLIKASI KRIPTOGRAFI PENGAMANAN TRANSMISI DATA MULTIMEDIA MENGGUNAKAN ALGORITMA DATA ENCRYPTION STANDARD (DES),REJECTED,"The title is in Indonesian, failing the language check, but the abstract is in English and semantically matches the title's content regarding DES encryption for multimedia data.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7708 >= 0.50)
https://openalex.org/W3114577753,Optimasi Learning Rate Neural Network Backpropagation Dengan Search Direction Conjugate Gradient Pada Electrocardiogram,REJECTED,"The title contains significant non-English words ('Optimasi', 'Dengan', 'Pada'), failing the language check. However, the abstract accurately describes the title's subject matter regarding neural network optimization using conjugate gradient methods on ECG data, so the semantic match is true.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6239 >= 0.50)
https://openalex.org/W3128290540,PENGAMANAN PESAN MENGGUNAKAN TEKNIK STEGANOGRAFI DENGAN ALGORITMA LEAST SIGNIFICANT BIT (LSB),REJECTED,"The title and abstract are written in Indonesian, not English. However, the abstract semantically matches the title as it discusses steganography and the LSB algorithm.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6405 >= 0.50)
https://openalex.org/W3158974017,Analysis Of Water Balance Aspect On The Results Of Geo-electric Interpretation With Schlumberger Configuration,REJECTED,"The text contains significant Indonesian phrases (e.g., 'per tahun', 'GL 1 point', 'carry out the infiltration process') and grammatical structures inconsistent with standard English, failing the language check. However, the abstract's content directly addresses the title's subject matter regarding water balance, geo-electric interpretation, and Schlumberger configuration, satisfying the semantic matching check.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5848 >= 0.50)
https://openalex.org/W3161938587,PERANCANGAN PROGRAM PENGENALAN ISYARAT TANGAN DENGAN METODE CONVOLUTIONAL NEURAL NETWORK (CNN),REJECTED,"The title contains significant Indonesian words ('PERANCANGAN', 'PENGENALAN', 'ISYARAT', 'TANGAN') indicating the primary language is not English, although the abstract is written in English. The abstract content semantically matches the title as it describes the design of a sign language recognition program using CNN.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6047 >= 0.50)
https://openalex.org/W3171768781,Analisis Perbandingan Performa Codec H.264 &amp; H.265 Video Streaming Dari Segi Quality of Service,REJECTED,"The title is in Indonesian, failing the language check, but the abstract accurately reflects the title's content regarding a comparison of H.264 and H.265 codecs.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7588 >= 0.50)
https://openalex.org/W3187526029,Minutea Object Extraction in Fingerprint Image Using Morphological Methods and Gabor Filters (Ekstraksi Objek Minutea Pada Citra Sidik Jari Dengan Metode Morfologi dan Gabor Filter),REJECTED,"The title contains significant Indonesian text ('Ekstraksi Objek Minutea Pada Citra Sidik Jari...'), failing the English language requirement. However, the abstract accurately describes the methods and results mentioned in the title, satisfying the semantic matching requirement.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7752 >= 0.50)
https://openalex.org/W3193314297,WATERMARKING PADA CITRA DIGITAL MENGGUNAKAN KOMBINASI PIXEL VALUE INDICATOR DAN METODE MOST SIGNIFICANT BIT,REJECTED,"The title contains significant Indonesian words ('PADA', 'MENGGUNAKAN', 'CITRA', 'DIGITAL') and is not primarily English, although the abstract is written in English and semantically matches the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6433 >= 0.50)
https://openalex.org/W3195856316,OPTIMASI KETAHANAN WATERMARKING AUDIO DIGITAL MENGGUNAKAN ALGORITMA RSA DAN MSB,REJECTED,"The title contains significant Indonesian words ('OPTIMASI', 'KETAHANAN', 'MENGGUNAKAN') and is not primarily in English, although the abstract is written in English and semantically matches the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7676 >= 0.50)
https://openalex.org/W3200867506,Steganography Technique and Modification of Substitution Cipher Using ASCII Code and Fibonacci Sequences,REJECTED,"The text is written in Indonesian (e.g., 'so that it is not easily misused' is a translation artifact, but phrases like 'parties who are not interested' and the overall structure indicate non-native English, specifically Indonesian academic writing), failing the language check. However, the abstract content directly elaborates on the title's subject matter regarding steganography and cipher modifications, so they match semantically.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6845 >= 0.50)
https://openalex.org/W3205646840,KOMBINASI CAESAR CIPHER DAN REVERSE CIPHER BERDASARKAN CIPHER BLOCK CHAINING,REJECTED,"The title contains significant Indonesian words ('KOMBINASI', 'BERDASARKAN') and is not primarily English, though the abstract is in English and semantically matches the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5158 >= 0.50)
https://openalex.org/W3207713468,APLIKASI PENAMPIL WARNA PELITUR PRODUK FURNITURE DENGAN AUGMENTED REALITY DI TOKO UD. CIPTA KARYA DENGAN ALGORITMA FAST CORNER DETECTION,REJECTED,"The title contains significant Indonesian words ('APLIKASI', 'PENAMPIL', 'WARNA', 'PELITUR', 'PRODUK', 'FURNITURE', 'DENGAN', 'DI', 'TOKO', 'UD.', 'CIPTA', 'KARYA') and is not primarily English, although the abstract is in English and semantically matches the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7788 >= 0.50)
https://openalex.org/W3208649947,Penentuan Peak Kilovoltage (kVp) Pesawat Sinar-X Dengan Pemanfaatan Imaging Plate (IP) Di RSUD Dr. Moewardi,REJECTED,"The title contains Indonesian words ('Penentuan', 'Pesawat', 'Sinar-X', 'Di', 'RSUD') and the abstract is written in Indonesian, failing the language check. However, the abstract accurately describes the study mentioned in the title, so they match semantically.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5256 >= 0.50)
https://openalex.org/W3214236767,"Analysis Of Relationship Between Volume, Speed and Density Based On Greenshield and Greenberg Models A Case Study Of Zainal Abidin Pagar Alam and Imam Bonjol Bandar Lampung.",REJECTED,"The text is written in Indonesian (e.g., 'Jalan', 'cur / hour', 'km / hour'), failing the language check, but the abstract semantically matches the title regarding traffic flow analysis using Greenshield and Greenberg models.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6775 >= 0.50)
https://openalex.org/W3215997659,Detection System of Drowsiness for Car Driver Using Image Processing Completed with Multi Level Safety,REJECTED,"The abstract is written in Indonesian (e.g., 'Car Driver', 'rider', 'buzzer sound'), failing the language check, but the content semantically matches the title regarding a drowsiness detection system.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6609 >= 0.50)
https://openalex.org/W3216202436,DESIGN AND BUILD A PROTOTYPE UNMANNED CAR BASED ON ROAD MARKINGS WITH THE LINE DETECTION METHOD,REJECTED,"The title is in English, but the abstract is written in Indonesian (e.g., 'Safety is a necessity in any case, as is driving' is a direct translation of 'Keamanan adalah suatu keharusan dalam setiap kasus, sama seperti mengemudi'), failing the language consistency check. However, the abstract content semantically matches the title regarding the prototype unmanned car and line detection method.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6423 >= 0.50)
https://openalex.org/W4205711312,INTEGRASI NETWORK MONITORING SYSTEM BEBRBASIS NAGIOS DENGAN TICKETING SYSTEM BERBASIS OS TICKET,REJECTED,"The text is in Indonesian, not English. The abstract is an exact duplicate of the title, so they are semantically matching.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 1.0000 >= 0.50)
https://openalex.org/W4213271008,Image Processing Application for Lipa Saqbe Mandar,REJECTED,"The text contains significant non-English words (e.g., 'Lipa Saqbe Mandar', 'Saqbe') and sentence structures typical of Indonesian, failing the language check. However, the abstract semantically matches the title by describing an image processing application for recognizing Lipa Saqbe Mandar patterns.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6614 >= 0.50)
https://openalex.org/W4220943079,THE EFFECT OF EXPOSURE FACTORS ON RADIOGRAPHIC IMAGE QUALITY ON THORAX PHANTOM WITH PA PROJECTION,REJECTED,"The abstract contains significant non-English text (e.g., 'photo', 'mains voltage', 'tube current', 'time', 's', 'kV', 'mA', 's', 'mAs', 'phantom objects') and grammatical structures inconsistent with standard English, failing the language check. However, the semantic content of the abstract directly addresses the title regarding exposure factors and thorax phantom radiography, so it passes the matching check.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7211 >= 0.50)
https://openalex.org/W4242061435,DESIGN OF ARTIFICIAL NEURAL NETWORK SOFTWARE FOR PREDICTING THE HEALTH GRADE IN A TELEPHONE EXCHANGE,REJECTED,"The abstract contains non-English text (Indonesian keywords at the end), failing the language check, but the semantic content of the abstract aligns with the title regarding ANN software for predicting telephone exchange health.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.8375 >= 0.50)
https://openalex.org/W4283210359,"Characteristics of Primary Glaucoma in Glaucoma Clinic of Dr. Mohammad Hoesin General Hospital, Palembang",REJECTED,LLM json parse error: Unterminated string starting at: line 4 column 13 (char 60),APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7989 >= 0.50)
https://openalex.org/W4283769709,ANALISIS KARAKTERISTIK SEGMEN PADA CITRA MAMOGRAFI DENGAN MENGGUNAKAN METODE SEGMENTASI WATERSHED,REJECTED,"The title is in Indonesian, failing the language check, but the abstract content semantically matches the title regarding mammogram segmentation using the watershed method.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5403 >= 0.50)
https://openalex.org/W4289767542,Cryptgrapy Algorithm Variably Modified Permutation Compotition (VMPC) on Image Security,REJECTED,"The text contains significant grammatical errors and non-native phrasing (e.g., 'Cryptgrapy', 'Compotition', 'is carried out'), indicating it is not primarily written in English. However, the abstract semantically matches the title by discussing the VMPC algorithm and image security.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6632 >= 0.50)
https://openalex.org/W4312936085,Implementation of Artificial Neural Networks with Learning Vector Quantization (LVQ) Algorithm for Detecting Fingerprint Characteristics,REJECTED,"The text contains significant grammatical errors and non-standard phrasing (e.g., 'Quanzition' instead of 'Quantization', 'futures' instead of 'future', 'So with this application can determine') indicating it is written in Indonesian or a similar language, not English. However, the abstract semantically matches the title regarding the implementation of LVQ for fingerprint detection.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.8386 >= 0.50)
https://openalex.org/W4313402428,Implementation Of Image Security On Electronic Wedding Card Using Secure Image Protection Algorithm,REJECTED,"The text is primarily written in Indonesian (e.g., 'The marriage book is an official document...', 'NIK', 'KUA'), failing the language check, although the title and abstract are semantically consistent.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7505 >= 0.50)
https://openalex.org/W4313402476,MSB Steganography Text Message Insertion Technique On Imagery With Otp And RSA Algorithms,REJECTED,"The text is written in Indonesian (e.g., 'mudah dimanipulasi', 'upaya yang dapat dilakukan'), failing the language check, but the abstract semantically matches the title regarding MSB steganography, OTP, and RSA algorithms.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7830 >= 0.50)
https://openalex.org/W4320921646,Pemanfaatan Algoritma Hebb Rule Mendiagnosis Kerusakan Elektroda Pada Proses Welding Frame Thermostat,REJECTED,"The title is in Indonesian, failing the language check. However, the abstract discusses the same topic (Hebb Rule algorithm for diagnosing welding electrode damage), so the semantic content matches.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5452 >= 0.50)
https://openalex.org/W4368251047,Penerapan Optical Character Recognition Proses Registrasi Pasien Tes Covid-19 Berbasis Web,REJECTED,"The title and abstract are written in Indonesian, failing the language check. However, the abstract accurately describes the problem of manual data entry in Covid-19 registration and the proposed solution using OCR, matching the title semantically.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5305 >= 0.50)
https://openalex.org/W4377942896,Aplikasi Steganography Pdf To Image Dengan Metode Spread Spectrum,REJECTED,"The title contains Indonesian words ('Aplikasi', 'Dengan'), making the primary language not English. The abstract, while containing some English, is a translation of the title and describes the same steganography application, so they are semantically matching.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5790 >= 0.50)
https://openalex.org/W4383722611,WORKSHOP MACHINE LEARNING KLASIFIKASI TUMOR OTAK PADA CITRA MRI MENGGUNAKAN CONVOLUTIONAL NEURAL NETWORK DAN SUPPORT VECTOR MACHINE,REJECTED,"The title contains significant Indonesian words ('WORKSHOP', 'KLASIFIKASI', 'TUMOR', 'OTAK', 'PADA', 'MENGGUNAKAN') and is not primarily English, although the abstract is written in English and semantically matches the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5367 >= 0.50)
https://openalex.org/W4386253196,Implementation of Face Mask Detection Using Phyton Programming Language,REJECTED,"The abstract is written in Indonesian, not English, although it semantically matches the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6193 >= 0.50)
https://openalex.org/W4386974556,STEGANOGRAPHY CAPACITY ANALYSIS OF TEXT IN TEXT WITH SENTENCE STRUCTURE IN INDONESIAN,REJECTED,"The title and abstract are written in Indonesian, not English, so is_english is false. However, the abstract directly discusses the steganography capacity analysis mentioned in the title, so they are semantically matching.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7256 >= 0.50)
https://openalex.org/W4387337944,Application Method Certainty Factor in Electrical Damage,REJECTED,"The text contains significant grammatical errors and non-standard phrasing (e.g., 'need main For life people human', 'trellis with electricity'), indicating it is not written in proper English, although the semantic content of the abstract matches the title regarding electrical damage and expert systems.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5828 >= 0.50)
https://openalex.org/W4387767358,KLASIFIKASI JENIS TUMOR OTAK BERDASARKAN CITRA GLIOMA MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,REJECTED,"The title is in Indonesian, failing the language check, but the abstract accurately describes the SVM-based brain tumor classification mentioned in the title, satisfying the matching check.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6825 >= 0.50)
